id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,churn,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_epu,channel_ewp,channel_fix,channel_foo,channel_lmk,channel_sdd,channel_usi,origin_ewx,origin_kam,origin_ldk,origin_lxi,origin_usa,activity_apd,activity_ckf,activity_clu,activity_cwo,activity_fmw,activity_kkk,activity_kwu,activity_sfi,activity_wxe
26c7bba7d51f86a16109de505bcd4f52,6.2688018472621625,4.622048150919247,5.2157855631138865,3.487867716960012,0.0,2.00021709297223,0.11523699999999999,0.100123,40.606701,1,0.0,43.44,43.44,2,487.42,29.0,0,6,63.0,8.0,63.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
44e826a55734d0ca5eeafcae0e991a75,2.5118833609788744,0.0,0.0,0.9694159123539814,0.0,0.31806333496276157,0.14317,0.0,44.31137796,0,0.0,18.62,18.62,2,1.27,13.2,1,7,77.0,6.0,7.0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4bffd9d74bfb770ef7763e8e4e88dfc3,3.3230457354817013,0.0,0.0,2.551657336286272,0.0024033777200389737,1.3138672203691535,0.198096,0.0,46.30537836,0,0.0,27.96,27.96,2,19.0,10.392000000000001,0,4,48.0,7.0,4.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2d9d0546d83c60ed3d5728d744d65c40,4.292123103712869,0.0,0.0,3.4605219929002007,0.0,1.2683439139510646,0.14316600000000002,0.0,44.31137796,0,0.0,17.45,17.45,1,243.99,13.856,0,4,41.0,6.0,26.0,5.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79d29481ee261caf08387bcef9e4346d,4.621332101120808,0.0,3.6190933306267428,3.613675891803079,0.0,2.117171827514267,0.11650899999999999,0.101397,40.606701,0,2.616517523414803,10.16,10.16,1,477.42,30.45,0,4,38.0,9.0,18.0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
044d071a5dbc2668cddad4f2b28c91d1,4.579440597139797,0.0,3.5324995860946626,3.5889414046797166,0.0,2.1195198178681944,0.114604,0.098262,40.606701,0,2.52022143588196,44.64,44.64,1,407.98,33.0,0,11,56.76896507611616,2.0,9.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af87b64523cf1f4f4a681e2cc44c8629,4.615055304179721,0.0,3.548880562637515,3.6330127123251295,0.0,2.1689686465547657,0.11535999999999999,0.100243,40.606701,0,2.5478731179153007,3.72,3.72,1,505.47,19.8,0,5,49.0,10.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9403f3f9ff06ec9e49db8255ede2b098,6.3037988976310535,0.0,5.339689889966477,2.7390578478058996,0.0,1.2335037603411345,0.144902,0.0,44.31137796,0,1.714245911017894,21.52,21.52,1,50.38,13.2,0,5,54.0,5.0,54.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
51a7edcf29ed04830da6b3ee79f9e508,4.310268366632448,0.0,0.0,2.939788731088234,0.0,2.0843975191411492,0.120372,0.103487,40.606701,0,0.0,60.39,60.39,1,111.64,26.6,0,6,69.0,2.0,69.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
d9260de11c54a215fa7363f603bbeaf6,3.775100498879025,0.0,2.9003671286564705,2.709159676891033,0.0,1.2893659515200318,0.14571099999999998,0.0,44.31137796,0,1.673665876245702,24.4,24.4,1,50.71,15.0,0,6,66.0,5.0,66.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a853b52e3992aa2df0870fe42d843a65,3.78161178249315,0.0,0.0,2.9609461957338317,0.0,1.3126004392612594,0.147506,0.0,45.80687796,0,0.0,17.13,17.13,1,86.43,10.392000000000001,0,5,49.0,10.0,49.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91607f6e0ed7143ab1a5b2abc20f1c00,6.287442056839868,0.0,5.4951070479411115,3.5349749292777486,0.0,1.720985744153739,0.14316600000000002,0.0,44.31137796,0,2.7109884661825383,11.95,11.95,1,279.26,13.85,0,4,39.0,8.0,39.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
757ea31873662fe77d60e8c4f736a1ec,3.961041216953312,0.0,3.2022157758011316,2.623476718424375,0.0,1.2385478876813278,0.142881,0.0,46.30537836,0,1.8773137433122384,29.5,29.5,1,30.9,13.856,0,4,46.0,8.0,3.0,4.792645492701873,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d53f9011d82ed1f4850d0d312d04468b,3.629409599102719,0.0,0.0,2.801520329527164,0.0,1.2489536154957075,0.144902,0.0,44.31137796,0,0.0,14.64,14.64,1,64.34,10.392000000000001,0,4,42.0,6.0,17.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af47b8ea9a596c200ee39128a95738f9,4.086359830674748,0.0,0.0,3.2583738489681187,0.0,1.3443922736851108,0.145877,0.0,44.31137796,0,0.0,23.4,23.4,1,156.21,10.392000000000001,0,5,59.0,1.0,59.0,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f8943edfeb1783f3793d3abc6305c1e3,4.141763230275788,0.0,0.0,0.9925535178321356,0.0,1.2846562827885157,0.14669400000000002,0.0,44.31137796,0,0.0,30.22,30.22,1,0.88,13.2,0,5,57.0,2.0,57.0,9.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
adfec8a906dfa5c6d836231e65825539,5.043499815578472,0.0,3.877774349991398,3.54244198352249,0.0,2.1234269350044213,0.11690999999999999,0.10057200000000001,40.606701,0,2.437243061177006,32.1,32.1,1,416.74,26.61,0,4,44.0,3.0,44.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
c6951b289531272a5d02c095db1fb55f,4.124927879110533,0.0,0.0,3.1001326520436607,0.0,2.126066436885335,0.10016699999999999,0.091892,58.99595196,0,0.0,-1.3,-1.3,2,103.38,25.0,0,7,90.0,3.0,89.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34f2d4431b7db25cd660b098acf3d3a0,4.898127066649166,0.0,3.5211380837040362,3.429975020785688,0.0,2.11882666293329,0.114025,0.097683,40.606701,0,2.3062105081677613,12.36,12.36,1,311.76,19.8,0,7,77.0,6.0,5.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cdcc2c363d5b34232082cee78776e59e,3.7129021250472225,0.0,0.0,3.085952677041698,0.0,0.0,0.13536339220165514,0.0,43.67448504099181,0,0.0,24.33,24.33,1,80.3,13.86,0,6,61.0,10.0,61.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b96aa3a8655203318c6b853dbdb0ceb7,4.9453651693718585,0.0,3.784973709954401,3.9576709661466856,0.0,2.1655707406329,0.115744,0.098858,40.606701,0,2.786808188955903,32.88,32.88,1,719.37,33.0,1,6,71.0,1.0,27.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54a77b7ec412ca7133750d2cb2a24096,4.34896651180206,0.0,3.3498600821923312,3.376368883812567,0.0,2.1584831126992476,0.11523699999999999,0.100123,40.606701,0,2.3576680930436336,9.93,9.93,1,234.39,52.5,0,6,61.0,10.0,7.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0f7487e3c557be9c77570e11ce572454,4.500428598023598,0.0,2.0969100130080562,1.9192350379232508,0.0,2.115943176939055,0.120372,0.103487,40.606701,0,1.1202447955463652,20.960808456926713,21.128951648490418,1,10.32,48.0,0,5,57.0,2.0,57.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17e84c1bc19211777dfbb1cca8af94fc,5.666187454051778,0.0,4.608012278215345,3.45633869904973,0.0,2.0738649229029993,0.11523699999999999,0.100123,40.606701,0,0.0,11.04,11.04,1,372.55,33.0,0,3,30.0,9.0,26.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
b664719a6cbb1966d9987c3f6ec6d209,4.025428761407241,0.0,2.9786369483844743,3.050391357918121,0.0,2.115976429454818,0.120372,0.103487,40.606701,0,1.998520882835038,36.22,36.22,1,137.56,20.0,0,4,45.0,2.0,45.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d8e589d515b7c905bb73eece1d8781d8,4.333527878521092,0.0,0.0,3.50711207904709,0.0,1.2327420627207368,0.144149,0.0,44.31137796,0,0.0,19.28,19.28,1,301.91,10.392000000000001,1,3,32.0,3.0,32.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a20ef5d293e20e3d9e9f60cf2be3ce63,5.542651176455405,0.0,4.72538885825431,3.44221472153291,0.0,2.1572451604751945,0.11650899999999999,0.101397,40.606701,0,2.341117839133862,4.46,4.46,1,364.43,18.40291183544356,0,6,60.0,11.0,60.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
64c0ca2d8c32cd4985b6ab53f17f897f,4.000867721531227,0.0,0.0,2.8900072079245342,0.0,1.2390490931401914,0.13536339220165514,0.0,44.31137796,0,0.0,-1.23,-1.23,1,335.8,13.2,0,4,37.0,10.0,37.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413f4bf21686876dd0d9a2bf0cc5ba1f,3.8642143304613294,0.0,3.188365926063148,3.0397392225545894,0.0,1.2860071220794747,0.14571099999999998,0.0,44.31137796,0,2.357858648301793,27.69,27.69,1,111.5,15.0,0,4,43.0,4.0,43.0,7.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3bd97d79feb083b315baa9545c76c84d,6.052815865775045,0.0,4.902970539584649,3.1294224030009388,0.0,2.114744387545126,0.11650899999999999,0.101397,40.606701,0,2.07448730498569,2.46,2.46,1,172.91,19.72,1,5,48.0,11.0,48.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cb5171895e4a15e2c72cbbd7cf054cbf,4.056904851336473,0.0,3.0437551269686796,3.3344155476412327,0.0024033777200389737,1.1886472959997172,0.18618800000000002,0.0,45.80687796,0,2.316787811602096,37.56,37.56,1,864.94,12.5,0,4,55.0,2.0,21.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b50576e9fd15d9fa7e550be0f19fbf9e,5.211366198042725,0.0,4.27556471506985,3.881081515031564,0.0,2.1195198178681944,0.115744,0.098858,40.606701,0,2.9231403560252005,16.32,16.32,1,677.58,16.4,0,6,59.0,12.0,59.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
063acc614e176cf9edb486d267a90097,5.199272359547378,5.27554629383269,4.249320676637634,3.752742763685793,0.0,2.1148110738380637,0.114481,0.098142,40.606701,1,2.973700375165847,35.81,35.81,3,580.06,40.0,0,6,68.0,3.0,27.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cd2ac5886d344c93b3a2358e4604e1fe,4.926399045298819,5.271511696145945,3.8971870765801535,3.500665890060867,0.0,2.1242759320063374,0.11650899999999999,0.101397,40.606701,1,2.4821443856374104,0.7999999999999989,0.7999999999999989,4,396.63,17.25,0,5,48.0,11.0,13.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78b67084b27f0d33429985d7a1fd6258,3.4605971888976015,0.0,0.0,2.640928420866832,0.0,1.2016701796465816,0.14669400000000002,0.0,44.31137796,0,0.0,34.68,34.68,1,49.0,13.856,0,4,35.0,12.0,35.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ac9b40690cdc78263fecc452bd92c227,3.936915680945254,0.0,2.9190780923760737,2.602645893483501,0.0,2.115943176939055,0.1169,0.10001499999999999,40.606701,0,1.585799009013001,51.96,51.96,1,45.47,20.785,0,5,71.0,0.0,71.0,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4d4a8d5a884e49e2a8f7994b21a3cb18,4.327104435066101,0.0,0.0,3.085952677041698,0.0,0.884795363948981,0.14571099999999998,0.0,44.31137796,0,0.0,21.52,21.52,1,0.16,13.2,0,5,54.0,5.0,54.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d26bcf1a3e3f6252b9812903f402dcf1,3.7545776560447304,0.0,0.0,2.9316612396844812,0.0,1.263636068588108,0.14588399999999999,0.0,44.31137796,0,0.0,23.76,23.76,1,82.52,10.392000000000001,0,5,57.0,2.0,57.0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d44fcb35df8f88e9032ad52678d060a3,6.00756856255847,5.273184216267906,5.082559191162552,2.0054808099794013,0.0,2.1697038169945717,0.115174,0.098837,40.606701,1,1.1092409685882032,47.0,47.0,2,14.59,29.7,0,5,54.0,5.0,54.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
327e887296aa77019b4954c6bb0a8cc3,4.220265033587232,5.356121506236986,3.3012470886362113,3.2293541424407564,0.0,2.1244716189194874,0.1169,0.10001499999999999,40.606701,1,2.303390474113389,24.72,24.72,2,183.25,16.5,0,6,71.0,1.0,71.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6f062ee9f3f8b2a404078abb4cd85510,3.3984608496082234,0.0,0.0,2.5760532609866695,0.0,1.3119656603683663,0.14571099999999998,0.0,44.31137796,0,0.0,22.52,22.52,1,35.96,13.856,0,4,42.0,5.0,42.0,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d8fba21592000ae17ac964d93e827c05,5.255050475622409,5.09572712255598,4.47717915679053,4.240221406955215,0.0,2.1283992687178066,0.11008299999999999,0.09374600000000001,40.606701,1,3.46308483782647,-3.16,-3.16,4,1166.47,37.29,0,12,56.76896507611616,5.0,34.746800501882056,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9cdfb70886ecb55f8a8620af8a99a722,4.967168738994971,0.0,3.8974071396615804,3.9443558198965807,0.0,2.166637294231805,0.11332300000000001,0.096984,40.606701,1,2.866913217335921,14.94,14.94,2,848.79,55.0,0,7,75.0,8.0,75.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d8711ce9aef0a42cf24b1e65da32fe3f,2.776701183988411,0.0,0.0,1.8780044702680252,0.0,1.165541076722373,0.16304000000000002,0.084395,46.30537836,0,0.0,20.54,20.54,1,20.73,10.392000000000001,0,7,73.0,11.0,2.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215fcb61cd9905b5e605b292666975d9,4.80967416476564,4.326376830173809,3.5757649805367193,3.678332603306814,0.0,2.164442085209516,0.11863599999999999,0.10175,40.606701,1,2.5769974799267477,22.44,22.44,2,530.16,15.001,1,3,33.0,2.0,18.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
